Variable_micro_RENAMU,Label,Tipo,N_unicos,Valores,Bloque_tematico,Agregacion_sugerida,Macro_objetivo_ejemplo
mod_52,La municipalidad tiene Texto Único de Procedimientos Administrativos/ Número d,numeric,200,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_53,¿Ha sido ratificado el Texto Único de Procedimientos Administrativos (TUPA) po,haven_labelled,3,Si = 1; No = 2,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_54,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_55,"¿Dónde se publica el TUPA vigente? / Diario Oficial ""El Peruano""",numeric,2,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_56,¿Dónde se publica el TUPA vigente? / Diario Local,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_57,¿Dóndo se publica el TUPA vigente? / Pizarra y/o vitrina de la municipalidad,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_58,¿Dónde se publica el TUPA vigente? / Página Web de la municipalidad,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_59,¿Dónde se publica el TUPA vigente? / Otro,numeric,1,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_60,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_61,¿La municipalidad realizó procedimiento administrativo de Licencia de funciona,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_62,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,467,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_63,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,463,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_64,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,108,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_65,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,765,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_66,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,19,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_67,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,22,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_68,¿La municipalidad realizó procedimiento administrativo de Licencia de funciona,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_69,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,322,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_70,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,304,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_71,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,120,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_72,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,737,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_73,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,19,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_74,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,22,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_75,¿La municipalidad realizó procedimiento administrativo de Licencia de funciona,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_76,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,159,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_77,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,146,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_78,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,54,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_79,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,669,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_80,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,19,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_81,Procedimiento administrativo realizado por la Municipalidad / Licencia de funcio,numeric,20,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_82,¿La municipalidad realizó procedimiento administrativo de Licencia de edificac,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_83,Procedimiento administrativo realizado por la Municipalidad / Licencia de edific,numeric,213,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_84,Procedimiento administrativo realizado por la Municipalidad / Licencia de edific,numeric,195,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_85,Procedimiento administrativo realizado por la Municipalidad / Licencia de edific,numeric,94,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_86,Procedimiento administrativo realizado por la Municipalidad / Licencia de edific,numeric,502,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_87,Procedimiento administrativo realizado por la Municipalidad / Licencia de edific,numeric,22,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_88,Procedimiento administrativo realizado por la Municipalidad / Licencia de edific,numeric,23,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_89,¿La municipalidad realizó procedimiento administrativo de Autorización para i,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_90,Procedimiento administrativo realizado por la Municipalidad /  Autorización par,numeric,209,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_91,Procedimiento administrativo realizado por la Municipalidad / Autorización para,numeric,215,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_92,Procedimiento administrativo realizado por la Municipalidad / Autorización para,numeric,54,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_93,Procedimiento administrativo realizado por la Municipalidad / Autorización para,numeric,274,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_94,Procedimiento administrativo realizado por la Municipalidad / Autorización para,numeric,16,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_95,Procedimiento administrativo realizado por la Municipalidad / Autorización para,numeric,16,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_96,¿La municipalidad realizó procedimiento administrativo de Copia certificada de,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_97,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,1435,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_98,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,1438,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_99,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,97,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_100,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,197,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_101,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,8,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_102,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,17,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_103,¿La municipalidad realizó procedimiento administrativo de Copia certificada de,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_104,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,574,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_105,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,574,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_106,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,58,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_107,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,204,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_108,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,10,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_109,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,14,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_110,¿La municipalidad realizó procedimiento administrativo de Copia certificada de,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_111,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,682,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_112,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,679,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_113,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,60,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_114,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,213,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_115,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,11,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_116,Procedimiento administrativo realizado por la Municipalidad / Copia certificada,numeric,19,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_117,¿La municipalidad realizó procedimiento administrativo de Acceso a la informac,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_118,Procedimiento administrativo realizado por la Municipalidad / Acceso a la inform,numeric,512,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_119,Procedimiento administrativo realizado por la Municipalidad / Acceso a la inform,numeric,352,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_120,Procedimiento administrativo realizado por la Municipalidad / Acceso a la inform,numeric,103,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_121,Procedimiento administrativo realizado por la Municipalidad / Acceso a la inform,numeric,36,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_122,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_123,Canales de atención al ciudadano / Línea de telefonía fija o móvil,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_124,Canales de atención al ciudadano / Correo electrónico,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_125,Canales de atención al ciudadano / Buzón de Sugerencias,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_126,Canales de atención al ciudadano / Libro de Reclamaciones,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_127,Canales de atención al ciudadano / Otro canal de atención,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_128,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_129,Modalidades de pago / En ventanilla de la municipalidad con efectivo,numeric,2,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_130,Modalidades de pago / En ventanilla de la municipalidad con tarjeta de crédito,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_131,Modalidades de pago / Página Web de la municipalidad (Pago en línea),numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_132,Modalidades de pago / Otra modalidad de pago,numeric,3,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_133,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_134,La Municipalidad tiene personal exclusivo del área de administracion tributaria,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_135,Personal exclusivo del área al 31 de diciembre 2015 / Total,numeric,133,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_136,Personal exclusivo del área al 31 de diciembre 2015 / Mujer,numeric,85,,Instrumentos de Gestión y Gobernanza,Proporción por sexo + Total,indice_instrumentos_gestion_y_estado
mod_137,Personal exclusivo del área al 31 de diciembre 2015 / Hombre,numeric,83,,Instrumentos de Gestión y Gobernanza,Proporción por sexo + Total,indice_instrumentos_gestion_y_estado
mod_138,Personal exclusivo del área al 30 de junio 2016 / Total,numeric,135,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_139,Personal exclusivo del área al 30 de junio 2016 / Mujer,numeric,83,,Instrumentos de Gestión y Gobernanza,Proporción por sexo + Total,indice_instrumentos_gestion_y_estado
mod_140,Personal exclusivo del área al 30 de junio 2016 / Hombre,numeric,85,,Instrumentos de Gestión y Gobernanza,Proporción por sexo + Total,indice_instrumentos_gestion_y_estado
mod_141,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_142,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Resta,numeric,232,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_143,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Agenc,numeric,55,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_144,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Peluq,numeric,116,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_145,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Entid,numeric,44,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_146,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Artes,numeric,27,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_147,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Disco,numeric,33,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_148,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Activ,numeric,109,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_149,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Empre,numeric,34,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_150,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Cabin,numeric,68,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_151,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Juego,numeric,28,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_152,Número de licencias de funcionamiento para establecimientos / SERVICIOS / Otro,numeric,117,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_153,Número de licencias de funcionamiento para establecimientos / ARTESANÍA Y MANU,numeric,39,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_154,Número de licencias de funcionamiento para establecimientos / ARTESANÍA Y MANU,numeric,43,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_155,Número de licencias de funcionamiento para establecimientos / COMERCIO / Bodega,numeric,209,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_156,Número de licencias de funcionamiento para establecimientos / COMERCIO / Farmac,numeric,83,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_157,Número de licencias de funcionamiento para establecimientos / COMERCIO / Ferret,numeric,69,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_158,Número de licencias de funcionamiento para establecimientos / COMERCIO / Venta,numeric,104,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_159,Número de licencias de funcionamiento para establecimientos / COMERCIO / Venta,numeric,59,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_160,Número de licencias de funcionamiento para establecimientos / COMERCIO / Mercad,numeric,16,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_161,Número de licencias de funcionamiento para establecimientos / COMERCIO / Centro,numeric,32,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_162,Número de licencias de funcionamiento para establecimientos / COMERCIO / Otro,numeric,96,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_163,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_164,Número de licencias de habilitación urbana / Vivienda,numeric,113,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_165,Número de licencias de habilitación urbana / Comercio,numeric,38,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_166,Número de licencias de habilitación urbana / Servicio,numeric,17,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_167,Número de licencias de habilitación urbana / Industria,numeric,14,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_168,Número de licencias de habilitación urbana / Otro,numeric,5,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_169,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_170,Número de licencias de edificación / Viviendas unifamiliares,numeric,326,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_171,Número de licencias de edificación / Viviendas multifamiliares,numeric,157,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_172,Número de licencias de edificación / Edificaciones de uso mixto con vivienda,numeric,71,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_173,Número de licencias de edificación / Restaurantes,numeric,34,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_174,Número de licencias de edificación / Centros comerciales o galerías comercial,numeric,49,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_175,Número de licencias de edificación / Campos feriales,numeric,9,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_176,"Número de licencias de edificación / Hoteles, hostales y otros establecimiento",numeric,29,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_177,Número de licencias de edificación / Fábricas industriales,numeric,23,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_178,Número de licencias de edificación / Locales de instituciones del Estado,numeric,14,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_179,Número de licencias de edificación / Terminales de transporte terrestre,numeric,7,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_180,Número de licencias de edificación / Otro,numeric,58,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_181,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
